ID,domain,title,abstract,Related (or similar) to the dataset,Venue,Doi,annotated
A62,Finance,Forecasting Loss Given Default for Peer-to-Peer Loans via Heterogeneous Stacking Ensemble Approach,"Peer-to-peer (P2P) lending is an emerging field in FinTech and is an alternative source of personal loans. However, P2P lending faces severe credit risk due to high information asymmetry and insufficient collateral. We develop a novel heterogeneous stacking ensemble (HSE) approach by using two real-world datasets to improve the loss given default (LGD) forecasting in the P2P lending domain. Some special data in P2P lending and macroeconomic variables are employed as supplementary data sources to further enhance the model performance. Our proposal is compared with several popular models, including parametric and non-parametric ones, in terms of predictive accuracy and capital requirement. Our finding reveals that special data in P2P lending (e.g., number of investors and loan description) and macroeconomic variables are powerful predictors of LGD in P2P lending. The proposed HSE model outperforms the benchmark models in most cases and significantly achieves optimal average ranks across all the evaluation metrics. The results remain robust under several validations.",Prosper loans network,,,No
A63,Health,Forecasting Patient Outcomes in Kidney Exchange,"Kidney exchanges allow patients with end-stage renal disease to find a lifesaving living donor by way of an organized market. However, not all patients are equally easy to match, nor are all donor organs of equal quality---some patients are matched within weeks, while others may wait for years with no match offers at all. We propose the first decision-support tool for kidney exchange that takes as input the biological features of a patient-donor pair, and returns (i) the probability of being matched prior to expiry, and (conditioned on a match outcome), (ii) the waiting time for and (iii) the organ quality of the matched transplant. This information may be used to inform medical and insurance decisions. We predict all quantities (i, ii, iii) exclusively from match records that are readily available in any kidney exchange using a quantile random forest approach. To evaluate our approach, we developed two state-of-the-art realistic simulators based on data from the United Network for Organ Sharing that sample from the training and test distribution for these learning tasks---in our application these distributions are distinct. We analyze distributional shift through a theoretical lens, and show that the two distributions converge as the kidney exchange nears steady-state. We then show that our approach produces clinically-promising estimates using simulated data. Finally, we show how our approach, in conjunction with tools from the model explainability literature, can be used to calibrate and detect bias in matching policies.",Kidney exchange program,,,No
A64,Management information systems,From Big Data to Deep Data to Support People Analytics for Employee Attrition Prediction,"In the era of data science and big data analytics, people analytics help organizations and their human resources (HR) managers to reduce attrition by changing the way of attracting and retaining talent. In this context, employee attrition presents a critical problem and a big risk for organizations as it affects not only their productivity but also their planning continuity. In this context, the salient contributions of this research are as follows. Firstly, we propose a people analytics approach to predict employee attrition that shifts from a big data to a deep data context by focusing on data quality instead of its quantity. In fact, this deep data-driven approach is based on a mixed method to construct a relevant employee attrition model in order to identify key employee features influencing his/her attrition. In this method, we started thinking 'big' by collecting most of the common features from the literature (an exploratory research) then we tried thinking 'deep' by filtering and selecting the most important features using survey and feature selection algorithms (a quantitative method). Secondly, this attrition prediction approach is based on machine, deep and ensemble learning models and is experimented on a large-sized and a medium-sized simulated human resources datasets and then a real small-sized dataset from a total of 450 responses. Our approach achieves higher accuracy (0.96, 0.98 and 0.99 respectively) for the three datasets when compared previous solutions. Finally, while rewards and payments are generally considered as the most important keys to retention, our findings indicate that 'business travel', which is less common in the literature, is the leading motivator for employees and must be considered within HR policies to retention.",IBM HR analytics,,,No
A65,Music,Generating Smooth Mood-Dynamic Playlists with Audio Features and KNN,"Users curate music playlists for many purposes, including focus, enjoyment and therapy. Popular music streaming services generate playlists automatically which are constant in genre or mood. We propose a method to automatically create playlists dynamic in both the Arousal-Valence emotion space and the audio features of songs. Our playlist algorithm uses a two-stage approach to sequentially choose songs, employing a K-Nearest Neighbors (KNN) model to gather potential songs based on emotion and analyzing them with acoustic similarity metrics. To evaluate the effectiveness of various audio feature data, KNN parameters, and similarity metrics, we developed a testing protocol which generates playlists that traverse both Arousal-Valence and audio feature spaces. We define evaluation metrics to measure a playlist's smoothness and evenness using the Pearson correlation coefficient between dimensions and the variance of steps between songs, respectively. Our algorithm successfully creates smooth and evenly-spaced playlists that transition cohesively in both mood and genre. We explore how the choice of audio feature data, similarity metric, and KNN parameters all have an effect on playlists' smoothness and evenness across these two spaces.",Million playlist dataset,,,No
A66,Finance,Home mortgage lending by applicant race: Do HMDA figures provide a distorted picture?,"The Home Mortgage Disclosure Act of 1975 (HMDA) was designed to further fair access to mortgage credit and requires lenders to report such information as location, loan amount, income, and race and sex for each application. However, race is missing in a significant proportion of applications taken by mail or phone. Given the widespread use of HMDA data by lenders, community groups, researchers, and regulators and the importance of mortgage lending as a public policy issue, the strengths and shortcomings of these data must be clearly understood. The main findings are that reported approval rates by race are significantly overstated for refinance and home improvement loans, while home purchase loans are little affected. A review of trends in how race is reported and in the technology of mortgage lending indicates that missing data on race will become a bigger and bigger problem in the near future.",HMDA,,,No
A67,Economics,"Household Income, Pandemic-Related Income Loss, and the Probability of Anxiety and Depression","We use data from the Household Pulse Survey that the US Census Bureau conducted from April 2020 to February 2021 to estimate the probability of symptoms of anxiety and depression among adult Americans. Lack of viable instruments prevent ruling out exogeneity, but the magnitude and strength of association between mental disease and, both, 2019 household income and pandemic-related employment income loss warrant serious attention. Our results stress the importance of policy support to the socially vulnerable in an economic emergency, including cash transfers such as those offered by the 2020 CARES Act or the 2021 America Rescue Plan.",Adult,,,No
A68,Computer vision,Human Emotion Detection Using DeepFace and Artificial Intelligence,"An emerging topic that has the potential to enhance user experience, reduce crime, and target advertising is human emotion recognition, utilizing DeepFace and Artificial Intelligence (AI). The same feeling may be expressed differently by many individuals. Accurately identifying emotions can be challenging, in light of this. It helps to understand an emotion's significance by looking at the context in which it is presented. Depending on the application, one must decide which AI technology to employ for detecting human emotions. Because of things like lighting and occlusion, using it in real-world situations can be difficult. Not every human emotion can be accurately detected by technology. Human-machine interaction technology is becoming more popular, and machines must comprehend human movements and expressions. When a machine recognizes human emotions, it gains a greater understanding of human behavior and increases the effectiveness of work. Text, audio, linguistic, and facial movements may all convey emotions. Facial expressions are important in determining a person's emotions. There has been little research undertaken on the topic of real-time emotion identification, utilizing face photos and emotions. Using an Artificial Intelligence-based DeepFace approach, the proposed method recognizes real-time feelings from facial images and live emotions of persons. The proposed module extracts the facial features from an active shape DeepFace model by identifying 26 facial points to recognize human emotions. This approach recognizes the emotions of frustration, dissatisfaction, happiness, neutrality, and wonder. The proposed technology is unique, in that it implements emotion identification in real-time, with an average accuracy of 94% acquired from actual human emotions.",FACES,,,No
A69,Health,Infant birth weight estimation and low birth weight classification in United Arab Emirates using machine learning algorithms,"Accurate prediction of a newborn's birth weight (BW) is a crucial determinant to evaluate the newborn's health and safety. Infants with low BW (LBW) are at a higher risk of serious short- and long-term health outcomes. Over the past decade, machine learning (ML) techniques have shown a successful breakthrough in the field of medical diagnostics. Various automated systems have been proposed that use maternal features for LBW prediction. However, each proposed system uses different maternal features for LBW classification and estimation. Therefore, this paper provides a detailed setup for BW estimation and LBW classification. Multiple subsets of features were combined to perform predictions with and without feature selection techniques. Furthermore, the synthetic minority oversampling technique was employed to oversample the minority class. The performance of 30 ML algorithms was evaluated for both infant BW estimation and LBW classification. Experiments were performed on a self-created dataset with 88 features. The dataset was obtained from 821 women from three hospitals in the United Arab Emirates. Different performance metrics, such as mean absolute error and mean absolute percent error, were used for BW estimation. Accuracy, precision, recall, F-scores, and confusion matrices were used for LBW classification. Extensive experiments performed using five-fold cross validation show that the best weight estimation was obtained using Random Forest algorithm with mean absolute error of 294.53 g while the best classification performance was obtained using Logistic Regression with SMOTE oversampling techniques that achieved accuracy, precision, recall and F1 score of 90.24%, 87.6%, 90.2% and 0.89, respectively. The results also suggest that features such as diabetes, hypertension, and gestational age, play a vital role in LBW classification.",Infant Health and Development Program (IHDP),,,No
A70,Health,Machine learning algorithm for early detection of end-stage renal disease,"End stage renal disease (ESRD) describes the most severe stage of chronic kidney disease (CKD), when patients need dialysis or renal transplant. There is often a delay in recognizing, diagnosing, and treating the various etiologies of CKD. The objective of the present study was to employ machine learning algorithms to develop a prediction model for progression to ESRD based on a large-scale multidimensional database. This study analyzed 10,000,000 medical insurance claims from 550,000 patient records using a commercial health insurance database. Inclusion criteria were patients over the age of 18 diagnosed with CKD Stages 1-4. We compiled 240 predictor candidates, divided into six feature groups: demographics, chronic conditions, diagnosis and procedure features, medication features, medical costs, and episode counts. We used a feature embedding method based on implementation of the Word2Vec algorithm to further capture temporal information for the three main components of the data: diagnosis, procedures, and medications. For the analysis, we used the gradient boosting tree algorithm (XGBoost implementation). The C-statistic for the model was 0.93 [(0.916-0.943) 95% confidence interval], with a sensitivity of 0.715 and specificity of 0.958. Positive Predictive Value (PPV) was 0.517, and Negative Predictive Value (NPV) was 0.981. For the top 1 percentile of patients identified by our model, the PPV was 1.0. In addition, for the top 5 percentile of patients identified by our model, the PPV was 0.71. All the results above were tested on the test data only, and the threshold used to obtain these results was 0.1. Notable features contributing to the model were chronic heart and ischemic heart disease as a comorbidity, patient age, and number of hypertensive crisis events. When a patient is approaching the threshold of ESRD risk, a warning message can be sent electronically to the physician, who will initiate a referral for a nephrology consultation to ensure an investigation to hasten the establishment of a diagnosis and initiate management and therapy when appropriate.",Renal failure,,,No
A71,Economics,Machine learning approach for multidimensional poverty estimation,"In the social sciences, a theoretical analysis has predominated in its research. The scarcity of data and its difficulty in collecting and storing it, has been the main limitation for the social sciences to adopt quantitative approaches. However, the large amount of information generated in recent years, mainly through the use of the Internet, has allowed the social sciences to include more and more quantitative analysis. This study proposes the use of technologies such as Machine Learning (ML) are the answers to solving this data scarcity. The objective is to estimate the multidimensional poverty index at the personal level in a particular territory of Ecuador by using Machine Learning (ML) regression models based on a limited amount of data for training. Ten ML models are compared, such as linear, regularized, and assembled models and Random Forest performs outstandingly against the other models. An error of 7.5% was obtained in the cross-validation and 7.48% with the test data set. The estimates are compared with statistical approximations of the MPI in a geographical area and it is obtained that the average MPI estimated by the model compared to the average reported by the statistical studies differs by 1%.",Poverty in Colombia,,,No
A72,Health,Machine learning based forecast for the prediction of inpatient bed demand,"Overcrowding is a serious problem that impacts the ability to provide optimal level of care in a timely manner. High patient volume is known to increase the boarding time at the emergency department (ED), as well as at post-anesthesia care unit (PACU). Furthermore, the same high volume increases inpatient bed transfer times, which causes delays in elective surgeries, increases the probability of near misses, patient safety incidents, and adverse events. The purpose of this study is to develop a Machine Learning (ML) based strategy to predict weekly forecasts of the inpatient bed demand in order to assist the resource planning for the ED and PACU, resulting in a more efficient utilization. The data utilized included all adult inpatient encounters at Geisinger Medical Center (GMC) for the last 5 years. The variables considered were class of inpatient encounter, observation, or surgical overnight recovery (SORU) at the time of their discharge. The ML based strategy is built using the K-means clustering method and the Support Vector Machine Regression technique (K-SVR). The performance obtained by the K-SVR strategy in the retrospective cohort amounts to a mean absolute percentage error (MAPE) that ranges between 0.49 and 4.10% based on the test period. Additionally, results present a reduced variability, which translates into more stable forecasting results. The results from this study demonstrate the capacity of ML techniques to forecast inpatient bed demand, particularly using K-SVR. It is expected that the implementation of this model in the workflow of bed capacity management will create efficiencies, which will translate in a more reliable, inexpensive and timely care for patients.",Adult,,,No
A73,Education,PaRe: A Paper-Reviewer Matching Approach Using a Common Topic Space,"Finding the right reviewers to assess the quality of conference submissions is a time consuming process for conference organizers. Given the importance of this step, various automated reviewer-paper matching solutions have been proposed to alleviate the burden. Prior approaches including bag-of-words model and probabilistic topic model are less effective to deal with the vocabulary mismatch and partial topic overlap between the submission and reviewer. Our approach, the common topic model, jointly models the topics common to the submission and the reviewer’s profile while relying on abstract topic vectors. Experiments and insightful evaluations on two datasets demonstrate that the proposed method achieves consistent improvements compared to the state-of-the-art.",,,,No
A74,Management information systems,Performance Predicting in Hiring Process and Performance Appraisals Using Machine Learning,"In the nowadays-competitive race of finding a suitable talented, qualified, bright and potential personnel to fulfill the needed spot of a vacancy in an industry, and with the beginning of the fourth industrial revolution, employers are taking the hiring process to the digital world. As Artificial Intelligent (AI) has a high-speed computation and adaptively to big data, it used to analyses and represents the data to employers in an easy way so they can make their decisions effectively. An upcoming challenge is raised where if the new candidates for a vacancy will give the expected performance based on the hiring criteria's or not, and how to hire a candidate that will while dealing with the hiring process? Employers are concerned with the performance evaluation of their current employees, but it is a challenge knowing the performance of new candidates before hiring. This study is proposing a follow-up conceptual model of using Artificial Intelligent (AI) in the hiring process with the using of performance management and social screening to predict the new candidate expected performance by analyzing historical performances and conditions of employees. This method will give an additional parameter that assists the decision makers in the hiring process. Although this method is a step forward to eliminate bad hiring, but it is requiring a huge historical data including the tracking of the performance, personal information collected from several sources like surveys and social Media and employees conditions related to the time of old and current employees, to give results that are more efficient and accurate.",Pymetrics bias group,,,No
A75,Health,Predicting Diabetes Mellitus With Machine Learning Techniques,"Diabetes mellitus is a chronic disease characterized by hyperglycemia. It may cause many complications. According to the growing morbidity in recent years, in 2040, the world's diabetic patients will reach 642 million, which means that one of the ten adults in the future is suffering from diabetes. There is no doubt that this alarming figure needs great attention. With the rapid development of machine learning, machine learning has been applied to many aspects of medical health. In this study, we used decision tree, random forest and neural network to predict diabetes mellitus. The dataset is the hospital physical examination data in Luzhou, China. It contains 14 attributes. In this study, five-fold cross validation was used to examine the models. In order to verify the universal applicability of the methods, we chose some methods that have the better performance to conduct independent test experiments. We randomly selected 68994 healthy people and diabetic patients' data, respectively as training set. Due to the data unbalance, we randomly extracted 5 times data. And the result is the average of these five experiments. In this study, we used principal component analysis (PCA) and minimum redundancy maximum relevance (mRMR) to reduce the dimensionality. The results showed that prediction with random forest could reach the highest accuracy (ACC = 0.8084) when all the attributes were used.",,,,No
A76,Health,Predicting sepsis with a recurrent neural network using the MIMIC III database,"Predicting sepsis onset with a recurrent neural network and performance comparison with InSight - a previously proposed algorithm for the prediction of sepsis onset. A retrospective analysis of adult patients admitted to the intensive care unit (from the MIMIC III database) who did not fall under the definition of sepsis at the time of admission. The area under the receiver operating characteristic (AUROC) measures the performance of the prediction task. We examine the sequence length given to the machine learning algorithms for different points in time before sepsis onset concerning the prediction performance. Additionally, the impact of sepsis onset's definition is investigated. We evaluate the model with a relatively large and thus more representative patient population compared to related works in the field. For a prediction 3 h prior to sepsis onset, our network achieves an AUROC of 0.81 (95% CI: 0.78–0.84). The InSight algorithm achieves an AUROC of 0.72 (95% CI: 0.69–0.75). For a fixed sensitivity of 90% our network reaches a specificity of 47.0% (95% CI: 43.1%–50.8%) compared to 31.1% (95% CI: 24.8%–37.5%) for InSight. In addition, we compare the performance for 6 and 12 h prediction time for both approaches. Our findings demonstrate that a recurrent neural network is superior to InSight considering the prediction performance. Most probably, the improvement results from the network's ability of revealing time dependencies. We show that the length of the look back has a significant impact on the performance of the classifier. We also demonstrate that for the correct detection of sepsis onset for a retrospective analysis, further research is necessary.",MIMIC III,,,No
A77,Education,Predicting Student Performance in Higher Educational Institutions Using Video Learning Analytics and Data Mining Techniques,"Technology and innovation empower higher educational institutions (HEI) to use different types of learning systems—video learning is one such system. Analyzing the footprints left behind from these online interactions is useful for understanding the effectiveness of this kind of learning. Video-based learning with flipped teaching can help improve student’s academic performance. This study was carried out with 772 examples of students registered in e-commerce and e-commerce technologies modules at an HEI. The study aimed to predict student’s overall performance at the end of the semester using video learning analytics and data mining techniques. Data from the student information system, learning management system, and mobile applications were analyzed using eight different classification algorithms. Furthermore, data transformation and preprocessing techniques were carried out to reduce the features. Moreover, genetic search and principle component analysis were carried out to further reduce the features. Additionally, the CN2 Rule Inducer and multivariate projection can be used to assist faculty in interpreting the rules to gain insights into student interactions. The results showed that Random Forest accurately predicted successful students at the end of the class with an accuracy of 88.3% with an equal width and information gain ratio.",HEI e-commerce modules,,,No
A78,Social work,Predicting Successful Placements for Youth in Child Welfare with Machine Learning,"Out-of-home placement decisions have extremely high stakes for the present and future well-being of children in care because some placement types, and multiple placements, are associated with poor outcomes. We propose that a clinical decision support system (CDSS) using existing data about children and their previous placement success could inform future placement decision-making for their peers. The objective of this study was to test the feasibility of developing machine learning models to predict the best level of care placement (i.e., the placement with the highest likelihood of doing well in treatment) based on each youth's behavioral health needs and characteristics. We developed machine learning models to predict the probability of each youth's treatment success in psychiatric residential care (i.e., Psychiatric Residential Treatment Facility [PRTF]) versus any other placement (AUROCs > 0.70) using data collected in standard care at a behavioral health organization. Placement recommendations based on these machine learning models distinguished between youth who did well in residential care versus non-residential care (e.g., 80% of those who received care in the recommended setting with the highest predicted likelihood of success had above-average risk-adjusted outcomes). Then we developed and validated machine learning models to predict the probability of each youth's treatment success across specific placement types in a state-wide system, achieving an average AUROC score of >0.75. Machine learning models based on risk-adjusted behavioral health and functional data show promise in predicting positive placement outcomes and informing future placement decisions for youth in care. Related ethical considerations are discussed.",Allegheny Child Welfare,,,No
A79,Social media,Preemptive Toxic Language Detection in Wikipedia Comments Using Thread-Level Context,"We address the task of automatically detecting toxic content in user-generated texts. We focus on exploring the potential for preemptive moderation, i.e., predicting whether a particular conversation thread will, in the future, incite a toxic comment. Moreover, we perform preliminary investigation of whether a model that jointly considers all comments in a conversation thread outperforms a model that considers only individual comments. Using an existing dataset of conversations among Wikipedia contributors as a starting point, we compile a new large-scale dataset for this task consisting of labeled comments and comments from their conversation threads.",Wikipedia Toxic Comments,,,No
A80,Health,Psychosocial Factors Predict the Level of Aggression of People with Drug Addiction: A Machine Learning Approach,"This study aimed to identify the relevant psychosocial factors that can predict the aggression in people with drug addiction. A total of 896 male participants (Mean age = 38.30 years) completed the survey. Gradient boosting regression, a machine learning algorithm, was used to find the relevant psychosocial variables, such as psychological security, psychological capital, interpersonal trust, and alexithymia, that may be significantly related to aggressive behavior. Results showed that the five most important factors in the prediction of aggression are interpersonal trust, psychological security, psychological capital, parental conflict, and alexithymia. A high level of interpersonal trust, psychological security, and psychological capital can predict a low level of aggression in people with drug addiction, while a high level of parental conflict and alexithymia can predict a high level of aggression. Overall, the findings highlight the need to focus interventions according to the relation between these psychosocial factors and aggression in order to decrease violence.",,,,No
A81,Education,Revolutionizing University Graduate Employability: Leveraging Advanced Machine Learning Models to Optimize Campus Recruitment and Placement Strategies,"In the competitive landscape of the job market, universities are faced with the challenge of not only providing quality education but also ensuring the successful placement of their graduates into the workforce. The use of advanced machine learning models offers a promising solution to this challenge by providing universities with the ability to efficiently analyze vast amounts of data and identify patterns that can be used to optimize their recruitment and placement strategies. In this paper, we delve into the exciting world of machine learning and explore how it can revolutionize university graduate employability. From predictive models that analyze student performance, interests, and career aspirations to identify the best-fit job opportunities for each student, to machine learning algorithms that match job candidates with suitable job openings based on their skills, experience, and qualifications, the possibilities are endless. It is essential for universities and companies to implement responsible machine learning practices and ensure that their algorithms are fair and unbiased to prevent issues of bias and discrimination. As the job market becomes more competitive and complex, universities and companies must leverage advanced technologies to remain competitive and attract top talent. By embracing machine learning and developing responsible machine learning practices, universities can optimize their recruitment and placement strategies and enhance the employability of their graduates. The use of advanced machine learning models presents an exciting opportunity for universities to optimize their recruitment and placement strategies and revolutionize university graduate employability.",Campus Recruitment,,,No
A82,Economics,Risk Prediction in Automobile Insurance,"The relationship between individual risks and the number of claims in automobile insurance has received growing attention over recent years among industry practitioners. The number of people who purchase cars grows exponentially. Risk managers of insurance companies need to deal with a variety of risks concerning vehicles and try to predict them as accurately as possible to avoid losses or minimize them. For this reason, in this thesis, I will examine different risk variables and models for these variables in the car insurance sector. The analyses are done based on the econometric approach. The main problem of the thesis concerns the risk prediction by count data models in automobile insurance. First, the analysis will be done by Poisson regression model using maximum likelihood estimator. Then the Gamma heterogeneity will be taken into account and the negative-binomial regression model will be discussed. The latter provides a framework for the bonus-malus scheme. The extensions of Poisson regression will also be considered in this thesis. The models will be applied to the real data and the estimation results will be discussed at the end of the thesis.",Italian car insurance,,,No
A83,Health,Short-Term and Long-Term Readmission Prediction in Uncontrolled Diabetic Patients using Machine Learning Techniques,"Diabetes is a chronic disease and major health problem which leads to many complications if not managed probably. Hyperglycemia, or raised blood sugar, is a common effect of Uncontrolled diabetes that may leads overtime to serious complications, especially in the nerves and blood vessels. As well as leads to repeated hospital admission. The main purpose of this study is to help clinicians to improve healthcare of uncontrolled diabetic patients through using machine learning as a tool in decision making, consequently this will improve patient care and reduce the readmission which considered a medical quality measurement and cost reduction objective. This study aims to predict the hospital readmission of the uncontrolled diabetic patient who is considered more susceptible to developing life-threatening diabetes complications and based on the Diabetes 130-US hospitals dataset. Several machine learning employed to predict the short term (within 30 days), and both short and long-term readmission (within or after 30 days) of uncontrolled diabetic patient. As expected, the results are in line with other research in the literature. For the first scenario of whole readmission prediction, our model achieved a better accuracy of 64.5 % with SVM and attribute selection and for the second scenario, RF achieved the highest accuracy of 86.38 % which still come in context with other research in the literature.",130-US hospitals,,,No
A84,Health,Skin Lesion Classification Based on Convolutional Neural Network,"Skin cancer is one of the most common cancers, and its early detection can have a huge impact on its outcomes. Deep learning, especially convolutional neural networks, perform well in processing massive amounts of data, especially image data in classifying skin cancer. In this paper, convolutional neural networks are mainly used to diagnose and classify 7 types of skin lesions, including melanoma, basal cell carcinoma, melanocytic nevus, actinic keratosis, and intraepithelial carcinoma, benign keratinoid lesions, dermatofibroma, and vascular lesions. First, the characteristics of skin lesion images are analyzed, using image processing technology and sampling technology to preprocess skin lesion images. Then the training parameters of imageNet network are adjusted through the idea of transfer learning on InceptionV3, ResNet50, DenseNet201, and other networks to perform training classification. Furthermore, different convolutional neural network models are built for classification. In order to validate the classification performance of various convolutional neural network models, this paper adopts ISIC 2017 HAM10000 dataset for experiments. The experimental results show that proper preprocessing is necessary when applying CNN for image classification. In classifying the 224*224 skin lesion images, the classical deep convolutional network with DenseNet201 achieved a remarkable performance classification accuracy of 99.12% for training and 86.91% for testing.",HAM10000,,,No
A85,Computer vision,Student Attendance with Face Recognition (LBPH or CNN): Systematic Literature Review,"Technology growth is speedy, and more and more things can be solved easily with the existence of sophisticated technology. One of them is solving the problem of student attendance at the university. The current attendance system has developed into RFID (Radio Frequency Identification) from the previous manual. However, many things still become obstacles. For example, students who miss their cards cannot take attendance, and the problem of leaving attendance can be cheating. Now, this has developed much technology in the form of face recognition with various algorithms that can be used. The use of face recognition can overcome the previous problem because it only uses faces for attendance. However, the many algorithms for facial recognition make it difficult to determine the best algorithm to implement. The main purpose of this literature review is to compare algorithms suitable for implementation in an environment at universities, especially CNN and LBPH. Based on the literature review, it was found that CNN's accuracy is superior in terms of accuracy compared to LBPH, CNN also produces more stable accuracy if there are external factors that can affect accuracy.",FairFace,,,No
A86,Social media,Studying Political Bias via Word Embeddings,"Machine Learning systems learn bias in addition to other patterns from input data on which they are trained. Bolukbasi et al. pioneered a method for quantifying gender bias learned from a corpus of text. Specifically, they compute a gender subspace into which words, represented as word vectors, can be placed and compared with one another. In this paper, we apply a similar methodology to a different type of bias, political bias. Unlike with gender bias, it is not obvious how to choose a set of definitional word pairs to compute a political bias subspace. We propose a methodology for doing so that could be used for modeling other types of bias as well. We collect and examine a 26 GB corpus of tweets from Republican and Democratic politicians in the United States (presidential candidates and members of Congress). With our definition of a political bias subspace, we observe several interesting and intuitive trends including that tweets from presidential candidates, both Republican and Democratic, show more political bias than tweets from other politicians of the same party. This work models political bias as a binary choice along one axis, as Bolukbasi et al. did for gender. However, most kinds of bias - political, racial and even gender bias itself - are much more complicated than two binary extremes along one axis. In this paper, we also discuss what might be required to model bias along multiple axes (e.g. liberal/conservative and authoritarian/libertarian for political bias) or as a range of points along a single axis (e.g. a gender spectrum).",Twitter Presidential Politics,,,No
A87,Social work,Substance Use and Sentiment and Topical Tendencies: A Study Using Social Media Conversations of Youth Experiencing Homelessness,"This study investigates associations between Facebook (FB) conversations and self-reports of substance use among youth experiencing homelessness (YEH). YEH engage in high rates of substance use and are often difficult to reach, for both research and interventions. Social media sites provide rich digital trace data for observing the social context of YEH's health behaviors. The authors aim to investigate the feasibility of using these big data and text mining techniques as a supplement to self-report surveys in detecting and understanding YEH attitudes and engagement in substance use. Participants took a self-report survey in addition to providing consent for researchers to download their Facebook feed data retrospectively. The authors collected survey responses from 92 participants and retrieved 33,204 textual Facebook conversations. The authors performed text mining analysis and statistical analysis including ANOVA and logistic regression to examine the relationship between YEH's Facebook conversations and their substance use. Facebook posts of YEH have a moderately positive sentiment. YEH substance users and non-users differed in their Facebook posts regarding: (1) overall sentiment and (2) topics discussed. Logistic regressions show that more positive sentiment in a respondent's FB conversation suggests a lower likelihood of marijuana usage. On the other hand, discussing money-related topics in the conversation increases YEH's likelihood of marijuana use.",Homeless Youths’ Social Networks,,,No
A88,Health,Supervised Machine Learning Models for Prediction of COVID-19 Infection using Epidemiology Dataset,"COVID-19 or 2019-nCoV is no longer pandemic but rather endemic, with more than 651,247 people around world having lost their lives after contracting the disease. Currently, there is no specific treatment or cure for COVID-19, and thus living with the disease and its symptoms is inevitable. This reality has placed a massive burden on limited healthcare systems worldwide especially in the developing nations. Although neither an effective, clinically proven antiviral agents' strategy nor an approved vaccine exist to eradicate the COVID-19 pandemic, there are alternatives that may reduce the huge burden on not only limited healthcare systems but also the economic sector; the most promising include harnessing non-clinical techniques such as machine learning, data mining, deep learning and other artificial intelligence. These alternatives would facilitate diagnosis and prognosis for 2019-nCoV pandemic patients. Supervised machine learning models for COVID-19 infection were developed in this work with learning algorithms which include logistic regression, decision tree, support vector machine, naive Bayes, and artificial neutral network using epidemiology labeled dataset for positive and negative COVID-19 cases of Mexico. The correlation coefficient analysis between various dependent and independent features was carried out to determine a strength relationship between each dependent feature and independent feature of the dataset prior to developing the models. The 80% of the training dataset were used for training the models while the remaining 20% were used for testing the models. The result of the performance evaluation of the models showed that decision tree model has the highest accuracy of 94.99% while the Support Vector Machine Model has the highest sensitivity of 93.34% and Naive Bayes Model has the highest specificity of 94.30%.",,,,No
A89,Education,"Supporting Decision-Making Process on Higher Education Dropout by Analyzing Academic, Socioeconomic, and Equity Factors through Machine Learning and Survival Analysis Methods in the Latin American Context","The prediction of university dropout is a complex problem, given the number and diversity of variables involved. Therefore, different strategies are applied to understand this educational phenomenon, although the most outstanding derive from the joint application of statistical approaches and computational techniques based on machine learning. Student Dropout Prediction (SDP) is a challenging problem that can be addressed following various strategies. On the one hand, machine learning approaches formulate it as a classification task whose objective is to compute the probability of belonging to a class based on a specific feature vector that will help us to predict who will drop out. Alternatively, survival analysis techniques are applied in a time-varying context to predict when abandonment will occur. This work considered analytical mechanisms for supporting the decision-making process on higher education dropout. We evaluated different computational methods from both approaches for predicting who and when the dropout occurs and sought those with the most consistent results. Moreover, our research employed a longitudinal dataset including demographic, socioeconomic, and academic information from six academic departments of a Latin American university over thirteen years. Finally, this study carried out an in-depth analysis, discusses how such variables influence estimating the level of risk of dropping out, and questions whether it occurs at the same magnitude or not according to the academic department, gender, socioeconomic group, and other variables.",Equitable School Access in Chicago,,,No
A90,Health,Textual emotion detection in health: Advances and applications,"Emotional recognition has arisen as an essential field of study that can expose a variety of valuable inputs. Emotion can be articulated in several means that can be seen, like speech and facial expressions, written text, and gestures. Emotion recognition in a text document is fundamentally a content-based classification issue, including notions from natural language processing (NLP) and deep learning fields. Hence, in this study, deep learning assisted semantic text analysis (DLSTA) has been proposed for human emotion detection using big data. Emotion detection from textual sources can be done utilizing notions of Natural Language Processing. Word embeddings are extensively utilized for several NLP tasks, like machine translation, sentiment analysis, and question answering. NLP techniques improve the performance of learning-based methods by incorporating the semantic and syntactic features of the text. The numerical outcomes demonstrate that the suggested method achieves an expressively superior quality of human emotion detection rate of 97.22% and the classification accuracy rate of 98.02% with different state-of-the-art methods and can be enhanced by other emotional word embeddings.",,,,No
